,Age,Hours per day,While working,Instrumentalist,Composer,Exploratory,Foreign languages,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Depression
488,18.0,3.0,1,1,0,1,1,2,0,2,1,0,3,2,3,3,2,1,3,3,3,2,2,1
489,25.0,1.0,1,0,0,1,1,3,1,1,1,0,2,2,0,0,1,3,3,1,2,2,2,0
490,71.0,0.25,1,0,0,0,1,2,1,0,1,2,0,0,0,2,0,0,1,1,0,1,0,0
491,60.0,1.0,0,1,1,0,0,2,1,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0
492,18.0,1.0,1,0,1,0,0,1,1,2,2,0,1,2,0,0,0,2,0,1,2,2,3,0
493,19.0,5.0,1,0,0,0,1,1,3,2,1,1,3,0,1,3,0,1,2,2,3,1,2,1
494,74.0,1.0,0,0,0,0,0,1,3,0,2,2,0,1,0,2,0,0,3,2,0,2,0,0
495,36.0,1.0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,3,2,2,2,0,0
496,14.0,7.0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,3,0,3,0,2,0,1,0
497,20.0,3.0,0,1,1,1,1,3,1,1,2,0,3,2,0,2,1,1,2,2,3,3,1,1
498,15.0,3.0,1,0,0,1,1,1,0,1,0,0,3,2,3,0,0,0,1,2,3,2,3,0
499,19.0,7.0,1,0,0,0,0,2,1,0,1,0,0,2,0,0,0,1,0,0,0,3,2,1
500,29.0,8.0,1,0,0,0,1,1,2,3,2,0,2,1,0,0,1,2,0,0,3,3,3,1
501,24.0,2.0,1,0,0,1,0,0,1,3,2,3,0,0,0,0,1,3,1,0,0,2,1,0
502,18.0,2.0,1,0,0,1,1,1,1,1,1,1,3,1,1,2,1,2,3,3,3,3,0,0
503,21.0,2.0,1,0,0,1,1,2,0,0,2,0,1,1,1,0,1,0,3,1,1,3,1,1
504,19.0,2.0,1,0,0,1,1,1,0,1,0,0,2,2,3,0,2,0,2,3,1,2,2,0
505,25.0,4.0,0,0,0,1,1,2,0,0,1,1,0,0,1,3,0,0,3,2,0,0,3,0
506,28.0,8.0,1,0,0,1,1,1,1,1,2,1,2,2,1,1,3,1,3,2,2,3,2,0
507,27.0,4.0,1,0,0,1,0,1,0,0,0,0,2,1,2,0,2,0,1,0,3,1,1,0
508,60.0,1.0,0,0,0,1,0,2,1,0,2,0,0,2,0,0,0,0,1,1,0,2,0,0
509,25.0,5.0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,3,2,0,0,2,1,0
510,60.0,2.0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,2,0,3,0,1
511,43.0,1.0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0
512,51.0,5.0,1,0,0,0,0,2,1,0,2,0,0,1,0,0,0,2,1,1,0,3,1,0
513,63.0,8.0,1,0,0,1,0,2,2,1,1,0,0,1,0,1,1,0,2,1,0,2,0,0
514,64.0,2.0,1,0,0,0,0,3,0,1,3,0,1,1,0,1,1,0,3,1,0,1,0,0
515,22.0,2.0,1,0,0,0,0,2,1,2,2,1,2,0,1,0,3,1,3,1,2,2,1,0
516,24.0,1.0,1,0,0,0,1,2,0,3,3,1,2,2,1,1,3,1,2,1,2,3,3,1
517,19.0,8.0,1,0,0,1,1,1,2,2,3,0,3,0,3,2,1,1,3,2,3,3,1,0
518,56.0,8.0,1,0,0,1,0,2,1,1,2,0,2,2,1,1,1,2,2,2,2,2,0,0
519,20.0,1.0,0,0,0,1,0,1,0,3,0,0,2,0,1,1,3,1,3,0,0,0,0,1
520,19.0,1.0,1,1,0,0,0,3,0,0,1,1,2,2,1,1,3,0,2,2,1,1,3,0
521,20.0,8.0,1,0,0,1,1,1,2,1,3,0,2,3,1,2,3,0,2,1,2,2,1,0
522,60.0,2.0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,2,2,0,3,0,0
523,65.0,6.0,1,0,0,0,1,1,1,0,1,1,1,1,1,2,0,0,2,3,0,2,0,0
524,28.0,3.0,0,1,1,1,1,3,0,1,2,1,1,3,1,2,3,3,1,2,0,3,3,1
525,18.0,4.0,1,1,0,0,1,3,0,3,0,0,0,1,0,0,1,0,2,0,1,1,2,1
526,42.0,2.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,1,1,2,1,0
527,80.0,3.0,1,1,0,0,0,3,1,0,1,0,0,1,1,0,1,1,2,0,0,0,2,0
528,22.0,4.0,0,0,1,1,0,1,2,3,2,0,1,0,0,0,0,1,3,3,1,2,0,1
529,56.0,2.0,0,0,0,1,1,2,0,2,2,1,0,3,0,1,1,1,2,1,0,2,1,0
530,20.0,1.0,1,0,0,0,1,0,0,2,0,0,1,2,3,1,1,0,3,2,1,1,0,0
531,15.0,1.0,1,0,0,1,1,0,1,2,0,0,2,1,0,0,3,2,2,1,1,3,3,0
532,67.0,1.0,0,0,0,0,0,2,2,0,2,2,2,2,0,2,0,2,2,2,2,2,0,0
533,57.0,2.0,1,1,0,0,0,2,0,0,1,3,0,2,0,1,0,0,2,2,0,1,0,0
534,22.0,7.0,1,0,0,1,1,0,0,2,1,0,3,0,3,2,0,0,3,3,3,2,1,1
535,17.0,5.0,1,0,0,1,1,0,0,2,0,0,2,0,3,1,1,0,3,3,2,1,1,0
536,19.0,3.0,1,0,0,0,0,0,3,0,1,2,0,0,0,0,0,1,3,0,2,3,2,1
537,50.0,1.0,0,0,0,0,0,2,2,0,0,0,3,2,1,1,0,1,3,2,2,3,0,0
538,24.0,6.0,1,1,1,1,1,0,1,2,3,0,1,1,2,0,1,3,2,0,1,3,2,1
539,67.0,2.0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,2,2,0,0,2,0,0
540,18.0,3.0,1,1,1,1,0,2,2,0,1,1,1,0,0,0,0,3,0,1,1,1,0,1
541,20.0,1.5,1,0,0,0,0,1,3,2,0,0,2,2,2,1,0,0,2,0,2,2,0,0
542,15.0,4.0,1,1,0,1,0,0,1,0,0,2,1,1,1,1,2,1,3,2,2,3,2,0
543,17.0,2.0,1,1,0,1,1,1,0,0,1,0,2,0,3,1,0,0,3,0,2,0,0,0
544,32.0,2.0,1,0,0,1,0,0,0,2,2,0,2,2,0,1,2,0,2,2,2,2,2,0
545,18.0,2.0,0,0,0,1,1,1,0,0,0,0,3,1,0,0,0,1,2,1,3,1,3,0
546,18.0,1.0,1,1,1,1,0,2,0,2,0,0,1,1,0,0,1,3,2,0,1,3,1,0
547,18.0,3.0,1,0,0,1,1,2,0,0,0,0,2,0,3,0,1,0,2,3,1,2,1,0
548,19.0,3.0,1,0,0,1,0,0,0,3,0,0,3,1,1,1,1,1,3,2,3,1,2,0
549,18.0,2.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,3,0,0
550,17.0,6.0,1,0,1,1,0,1,0,1,0,2,3,2,0,0,2,0,2,2,3,1,0,0
551,34.0,3.0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,1,2,1,0,0,2,2,0
552,18.0,3.0,1,0,0,0,0,1,1,2,1,0,3,1,1,0,1,1,3,1,3,1,2,0
553,18.0,2.0,1,0,0,1,0,0,0,0,0,2,3,1,0,1,1,0,2,3,3,1,0,0
554,22.0,2.0,1,0,0,0,0,2,1,1,0,3,1,2,1,1,1,0,1,0,0,0,3,0
555,18.0,2.0,1,0,1,1,0,2,1,2,0,0,1,2,1,0,2,0,3,1,0,2,2,1
556,19.0,3.0,1,0,0,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,3,0,0
557,25.0,4.0,1,0,0,1,1,1,0,2,0,0,3,0,1,1,1,2,3,1,3,3,1,1
558,17.0,2.0,1,1,1,1,0,3,1,0,1,1,1,2,2,1,2,1,3,3,1,2,0,0
559,25.0,5.0,1,1,0,1,0,2,2,1,0,0,2,0,1,0,1,2,2,0,2,3,2,1
560,18.0,2.0,1,0,0,0,0,2,1,0,0,0,2,1,0,0,3,1,3,3,2,3,1,0
562,24.0,7.0,1,0,0,1,1,2,1,1,3,0,1,1,0,1,2,1,3,1,1,3,3,1
563,16.0,3.0,1,1,0,0,1,1,0,2,0,0,1,2,3,2,2,0,3,1,2,0,0,0
564,18.0,3.0,0,1,1,1,0,0,0,0,1,0,2,3,0,1,0,3,1,2,2,2,1,0
565,18.0,4.0,1,0,0,1,1,1,1,1,0,0,3,2,0,0,1,0,3,3,3,3,1,0
566,16.0,3.0,1,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,2,0,0
567,68.0,1.0,1,0,0,0,0,3,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,1
568,16.0,7.0,1,0,0,1,0,0,1,2,1,0,1,1,0,0,0,3,2,0,3,1,2,1
569,21.0,1.0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,3,3,2,0,0,0
570,53.0,4.0,1,0,0,1,1,1,2,1,1,1,3,1,2,1,0,2,1,2,2,2,1,0
571,29.0,4.0,1,0,0,1,0,3,0,3,0,0,0,2,0,1,1,0,2,0,0,1,1,0
573,29.0,2.0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,2,1,3,0,3,0,3,1
574,18.0,4.0,1,1,0,1,1,1,2,3,0,1,3,1,2,2,2,1,2,3,2,1,2,0
575,22.0,5.0,1,0,0,1,1,0,0,3,0,0,3,0,0,0,3,0,3,3,3,3,2,0
576,19.0,6.0,1,0,0,0,0,2,1,1,1,3,2,1,2,3,1,1,3,2,2,2,2,0
577,13.0,1.0,1,0,0,1,0,0,0,2,0,0,1,2,0,0,2,1,1,1,0,2,3,0
578,26.0,1.0,0,0,0,0,0,0,1,2,2,0,1,1,2,2,3,0,3,1,1,2,0,0
579,14.0,3.0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,2,0,0,3,2,0
580,27.0,1.0,1,0,0,1,1,1,1,1,0,1,2,1,3,0,2,0,3,2,2,2,3,0
581,26.0,8.0,0,0,0,0,1,0,2,2,3,0,3,1,3,0,0,2,2,3,3,3,3,1
582,59.0,1.0,0,1,0,0,0,1,0,0,1,2,0,1,0,1,0,0,1,1,0,3,0,0
583,30.0,8.0,1,1,1,1,0,2,2,0,1,0,2,2,0,2,2,1,2,2,2,3,0,0
584,27.0,1.0,1,0,0,1,1,0,1,2,0,0,2,0,1,2,0,0,3,2,2,2,0,0
585,18.0,1.0,0,1,0,1,1,1,0,0,0,0,2,0,0,1,2,0,2,0,3,0,2,0
586,23.0,10.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0
587,18.0,10.0,1,1,1,1,0,2,2,2,2,1,2,2,2,1,1,3,3,2,2,3,0,1
588,40.0,5.0,1,0,0,1,1,2,2,2,2,0,3,1,1,2,1,2,3,2,3,3,1,0
589,24.0,10.0,1,0,0,1,1,2,0,0,1,0,0,0,0,0,1,2,2,0,0,3,2,1
590,23.0,2.0,1,1,0,1,1,3,0,1,1,0,0,2,0,1,2,0,3,1,0,3,0,1
591,56.0,6.0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0
592,29.0,2.0,1,0,0,1,0,1,0,3,0,0,3,1,1,2,2,0,3,3,1,0,2,1
593,16.0,3.0,1,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,3,2,0,0,0,0
594,18.0,8.0,1,1,1,1,1,1,0,1,0,3,2,2,0,2,3,0,2,3,2,0,2,0
595,21.0,8.0,1,0,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
596,32.0,8.0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,2,1,1,2,3,2,0
597,22.0,8.0,1,1,0,1,0,2,0,2,1,1,1,2,0,0,0,3,1,1,0,3,3,1
598,17.0,10.0,1,1,0,1,0,3,0,1,1,2,3,0,1,3,1,2,1,0,3,3,2,0
599,18.0,6.0,1,0,0,1,1,1,0,3,0,0,2,1,3,3,3,0,3,3,3,1,2,0
600,18.0,4.0,1,1,0,0,1,2,1,2,0,2,2,0,3,3,1,0,2,3,3,0,1,0
601,24.0,8.0,1,0,0,1,0,3,0,1,0,0,3,3,0,1,3,0,1,2,2,3,1,0
602,21.0,2.0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,2,3,2,2,3,2,0
603,46.0,1.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
604,18.0,2.0,1,1,0,1,0,0,0,0,0,2,3,0,0,0,2,0,2,3,3,0,0,0
605,16.0,3.0,1,1,0,1,1,1,0,1,0,0,3,3,3,0,2,0,3,3,3,3,2,1
606,21.0,1.0,1,0,0,1,1,3,3,1,2,1,2,2,0,0,3,1,2,0,2,2,3,0
607,19.0,0.0,0,0,0,1,1,3,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,0
608,20.0,2.0,1,1,1,1,1,2,0,1,0,0,2,2,0,0,1,0,2,2,3,2,2,0
609,21.0,0.1,1,1,0,0,1,2,0,0,3,2,1,0,0,0,0,0,1,0,1,2,0,0
610,56.0,2.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0
611,21.0,10.0,1,0,0,1,1,2,1,3,1,1,2,2,1,0,2,3,2,1,2,3,1,1
612,20.0,1.0,1,0,0,1,0,1,0,0,3,0,1,1,1,0,2,1,3,1,1,3,0,0
613,21.0,1.0,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,1,2,0,0,3,1,0
614,25.0,3.0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,3,2,1
615,33.0,2.0,1,0,0,1,1,1,0,0,2,0,2,1,0,0,0,3,2,2,2,3,2,1
616,20.0,2.0,1,0,0,1,1,1,1,1,1,0,2,2,1,2,2,3,3,2,2,3,1,1
617,17.0,3.0,1,1,0,1,0,2,2,2,0,0,0,0,1,0,1,3,3,0,1,3,0,0
618,24.0,1.0,0,0,0,1,1,1,0,2,1,0,0,2,1,0,1,1,2,1,0,2,3,0
619,26.0,3.0,1,1,1,1,1,1,1,1,1,0,2,3,0,2,1,3,1,2,1,3,1,1
620,17.0,3.0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,3,2,0,2,3,3,0
621,16.0,5.0,1,1,1,1,1,2,0,0,1,0,1,2,0,0,1,3,2,0,2,3,2,0
622,27.0,8.0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,3,3,3,1,2,0,0
623,28.0,4.0,1,0,0,1,1,1,2,2,1,0,3,0,0,3,2,1,3,1,3,2,1,0
624,48.0,5.0,1,0,1,1,1,3,2,2,3,0,2,1,0,1,0,1,1,1,1,3,1,0
625,19.0,3.0,1,0,0,0,1,0,0,1,1,0,2,0,1,0,3,2,3,2,3,2,2,0
626,21.0,4.0,1,0,0,1,1,2,3,1,3,0,2,0,0,0,1,2,3,2,2,3,1,1
627,21.0,1.0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
628,15.0,4.0,1,0,0,1,1,1,0,2,1,0,1,0,1,0,0,3,2,2,2,3,1,1
629,20.0,1.0,0,0,0,1,1,2,2,1,3,1,1,3,0,0,0,0,3,1,1,3,0,0
630,21.0,2.0,1,1,0,0,1,2,0,1,2,1,0,1,0,2,2,1,3,2,0,3,3,0
631,22.0,6.0,1,0,0,1,0,0,1,2,3,0,1,1,0,2,2,0,1,1,1,3,2,1
632,22.0,2.0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3,3,0,0,3,2,0
633,31.0,1.0,1,0,0,1,0,3,1,2,1,0,1,1,1,1,2,2,2,0,3,3,3,1
634,20.0,4.0,1,1,0,1,0,1,2,0,0,0,0,1,0,0,0,3,0,0,0,3,2,0
635,49.0,8.0,1,1,1,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
636,42.0,2.0,1,0,0,1,1,2,1,0,0,1,1,0,2,2,1,3,3,2,0,3,3,1
637,26.0,2.0,1,0,0,1,1,1,2,3,2,0,2,1,0,2,1,1,2,1,2,3,0,0
638,17.0,10.0,1,0,1,1,1,1,2,1,1,0,3,0,3,1,2,3,3,2,3,3,2,0
639,30.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,1,1,1
640,23.0,6.0,1,0,0,1,1,2,2,1,2,0,2,2,2,1,1,1,2,2,2,2,1,1
641,30.0,3.0,1,0,0,1,1,1,0,3,0,1,2,0,3,0,0,1,3,2,2,2,0,0
642,31.0,2.0,1,0,0,0,1,1,2,0,3,0,1,1,0,0,0,3,3,3,1,3,2,0
643,42.0,0.25,0,1,0,1,1,3,1,0,0,0,0,2,0,1,0,1,2,1,1,2,0,1
644,16.0,4.0,1,0,0,1,1,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,1
645,34.0,2.0,0,0,0,1,0,2,1,0,2,0,1,1,1,1,0,3,2,1,1,3,0,1
646,21.0,2.0,1,0,0,1,0,2,0,3,1,0,1,1,1,2,1,2,3,3,1,2,2,0
647,27.0,3.0,1,0,0,0,0,1,1,1,1,0,3,1,1,1,1,1,3,3,2,2,1,0
648,18.0,6.0,1,0,0,1,1,0,3,3,3,2,2,1,1,1,2,2,3,2,2,3,2,0
649,26.0,3.0,0,0,0,1,0,1,3,0,3,1,2,2,0,0,1,3,1,1,2,3,1,0
650,37.0,2.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,2,0,1
651,26.0,5.0,1,1,0,1,1,2,1,1,3,0,3,3,0,1,1,2,2,2,3,3,1,1
652,19.0,4.0,0,0,0,0,1,0,0,2,0,0,2,2,2,2,1,0,3,2,2,2,2,0
653,22.0,4.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,3,1,1,3,3,1
654,43.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,2,0,0
655,24.0,10.0,1,1,1,1,0,2,1,0,2,1,1,1,0,1,0,3,3,1,1,3,3,1
656,21.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
657,28.0,1.0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0
658,23.0,3.0,1,0,0,1,1,3,0,0,3,0,3,3,0,1,3,1,3,3,3,2,1,1
659,20.0,10.0,0,0,0,1,1,0,2,1,2,2,2,2,1,0,0,2,3,2,2,3,2,1
660,17.0,4.0,1,1,1,0,0,0,1,3,0,0,0,1,0,0,1,3,2,0,0,3,2,0
661,19.0,3.0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,2,2,2,2,1,0
662,32.0,1.0,1,0,0,1,1,2,2,2,2,0,1,0,3,1,0,3,1,1,2,3,1,1
663,18.0,4.0,0,0,0,1,1,2,3,2,3,1,2,2,0,0,2,3,3,1,1,3,3,0
664,20.0,2.0,1,1,1,1,0,2,1,0,1,0,0,1,1,0,0,0,3,0,0,3,2,0
665,27.0,3.0,1,0,0,1,1,1,0,3,1,0,1,1,0,0,3,3,1,1,1,3,3,1
667,26.0,1.0,1,0,0,1,1,1,1,2,2,0,0,0,0,1,3,1,3,1,1,3,2,0
668,24.0,2.0,1,0,0,1,1,0,0,0,0,0,2,1,1,0,1,0,3,3,2,1,1,0
669,20.0,1.0,1,0,0,1,1,2,0,1,0,2,0,1,3,0,2,0,3,2,0,1,0,1
670,21.0,0.5,1,0,0,1,1,0,1,0,1,0,1,1,1,0,2,0,3,1,1,2,1,0
671,16.0,2.0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0
672,21.0,10.0,1,1,1,1,1,1,1,2,1,1,3,2,1,1,3,3,3,2,3,3,3,0
673,27.0,10.0,1,1,1,1,1,3,0,0,3,1,1,3,1,1,2,2,2,2,1,2,2,1
674,17.0,5.0,1,1,0,1,0,3,1,1,2,1,3,3,0,1,3,2,2,3,3,3,2,0
675,21.0,1.5,1,1,0,1,1,3,1,3,3,2,2,3,0,1,2,1,3,1,2,2,2,0
676,17.0,2.0,1,0,0,1,1,3,2,0,3,2,1,3,0,2,2,0,3,1,0,2,1,0
677,21.0,3.0,0,0,0,1,1,2,0,0,1,0,3,0,0,0,2,1,2,2,3,1,2,1
678,17.0,2.0,0,0,1,1,0,2,2,2,3,1,2,2,0,0,0,2,2,2,2,3,2,1
679,36.0,3.0,1,0,0,0,1,3,3,2,0,0,1,0,3,2,0,0,1,2,0,0,0,0
680,18.0,4.0,0,0,0,1,1,1,0,1,0,2,3,0,3,0,1,0,3,3,3,0,0,1
681,18.0,1.0,0,0,0,0,1,0,0,1,0,0,3,0,3,0,2,0,2,2,1,1,0,0
682,18.0,5.0,1,1,0,1,1,3,2,1,0,0,2,1,2,3,2,0,3,2,1,2,0,0
683,18.0,2.0,1,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,3,3,3,0,0,0
684,18.0,7.0,1,0,0,1,1,3,1,0,0,1,3,3,1,0,2,0,2,2,2,1,1,0
685,18.0,2.0,1,0,0,1,1,1,0,1,0,0,2,1,1,0,2,0,2,1,3,0,1,1
686,18.0,1.0,1,0,0,0,0,2,2,1,1,1,2,2,1,1,3,0,1,1,1,1,1,0
687,18.0,1.0,0,1,0,0,0,3,0,2,0,0,2,1,0,0,0,0,2,0,1,0,1,0
688,18.0,4.0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,2,3,2,0,0,0
689,20.0,6.0,1,0,0,1,1,1,0,0,1,0,2,0,2,2,2,0,3,3,3,0,1,0
690,19.0,3.0,1,0,0,1,0,2,0,1,0,0,3,1,1,0,2,0,3,3,3,0,1,1
691,17.0,4.0,1,0,0,1,0,2,0,0,0,0,3,0,0,0,3,0,2,0,3,0,0,0
692,23.0,4.0,1,0,0,1,1,1,1,3,1,1,1,1,1,0,3,2,2,2,2,2,3,1
693,18.0,1.0,1,1,1,1,0,0,1,0,2,1,1,0,2,0,2,0,3,1,2,2,0,0
694,19.0,2.0,1,1,0,1,1,1,0,2,0,0,0,0,2,0,0,1,3,0,1,2,2,1
695,89.0,10.0,1,1,1,0,0,0,0,1,1,0,3,2,0,0,1,1,1,2,3,1,0,0
696,20.0,5.0,1,1,1,1,1,3,2,0,2,0,3,1,3,3,3,0,3,3,3,3,2,0
697,16.0,3.0,0,1,0,1,1,1,0,0,1,0,2,2,0,2,0,0,0,2,2,3,0,0
698,17.0,4.0,1,1,1,1,1,2,3,0,0,0,1,2,3,1,2,0,3,1,1,2,0,0
699,16.0,9.0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,3,2,1,1,3,0,1
700,20.0,1.0,1,0,0,0,1,2,1,1,1,1,2,1,0,0,1,1,3,1,2,1,3,1
701,30.0,1.0,1,1,0,1,1,2,1,1,1,1,1,1,2,0,2,2,3,1,1,3,2,1
702,37.0,2.0,1,0,0,1,0,2,2,0,2,0,1,2,0,0,0,1,2,1,1,2,2,0
703,44.0,1.5,0,0,0,0,0,1,3,0,3,1,2,0,0,0,0,0,1,1,2,2,0,0
704,21.0,2.0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,3,1,0,2,3,1,1
705,19.0,4.0,1,1,0,1,0,2,2,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0
706,23.0,1.0,1,1,0,1,1,1,1,2,2,0,2,1,1,0,2,2,3,2,2,3,3,0
707,26.0,1.0,0,0,0,1,0,2,3,2,1,0,1,0,0,0,0,1,2,0,0,2,1,0
708,18.0,3.0,1,0,0,1,1,2,0,0,0,0,1,2,0,0,1,1,1,1,1,2,3,0
709,35.0,4.0,1,1,1,1,0,2,1,1,2,0,3,3,0,2,3,1,3,3,3,2,3,1
710,16.0,8.0,1,1,1,1,0,3,0,1,2,0,0,1,1,1,1,1,2,1,0,3,2,1
711,19.0,5.0,1,0,0,1,1,0,0,3,0,0,1,0,0,0,0,3,1,0,1,3,2,0
712,23.0,3.0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,2,1,0,3,0,0
713,17.0,8.0,1,0,0,1,1,1,0,3,0,0,2,1,0,0,3,0,3,0,1,1,3,0
714,29.0,1.0,0,0,0,1,0,2,3,0,2,2,2,1,0,1,0,1,2,1,1,3,0,0
715,21.0,4.0,1,1,1,0,0,1,2,0,2,2,1,2,0,0,0,0,2,2,1,2,0,0
716,17.0,1.0,0,0,0,1,1,2,0,0,1,0,1,1,1,2,1,3,2,0,1,3,1,1
717,23.0,2.0,0,0,0,1,1,1,0,1,1,0,2,0,1,1,1,3,2,2,2,3,0,1
718,17.0,1.0,1,1,0,1,1,1,0,1,2,0,0,0,0,3,3,3,2,0,0,3,3,0
719,22.0,3.0,1,0,0,1,1,1,1,2,2,0,1,2,1,1,1,2,3,1,1,2,3,1
720,17.0,5.0,1,0,0,1,0,1,2,3,0,2,3,0,2,0,2,1,3,3,3,1,1,1
721,19.0,5.0,1,1,0,1,1,3,2,1,0,1,1,1,3,2,3,1,3,1,1,2,1,1
722,19.0,4.0,1,0,0,1,1,2,1,2,0,0,2,2,1,1,2,2,3,2,2,2,2,0
723,16.0,6.0,1,0,0,1,1,1,1,2,1,0,3,2,3,3,1,0,3,3,3,0,0,1
724,19.0,6.0,1,0,0,1,1,1,1,1,0,0,2,2,2,1,2,0,3,1,1,1,2,0
725,13.0,1.0,1,0,0,1,0,1,2,0,1,0,3,1,1,1,3,3,3,0,2,2,3,1
726,18.0,10.0,1,0,0,1,0,2,1,3,0,1,2,2,0,0,2,2,1,2,2,2,2,1
727,26.0,1.0,1,0,0,1,1,2,1,2,3,0,0,1,0,0,1,3,1,0,0,0,1,0
728,14.0,7.0,1,1,0,1,0,1,3,2,2,3,2,0,0,0,1,2,3,2,2,3,1,0
729,21.0,0.5,0,0,0,1,0,0,1,2,0,0,2,1,2,0,3,0,3,2,2,3,0,0
730,21.0,2.0,1,0,0,1,1,2,0,2,1,0,0,2,3,0,2,1,2,3,2,2,2,0
731,17.0,2.0,1,1,0,1,1,3,1,0,2,0,2,1,0,2,1,1,3,0,1,3,0,0
732,18.0,1.0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,3,0,0,2,2,0
733,19.0,6.0,1,0,1,1,0,1,2,2,1,1,3,1,1,1,2,1,2,2,2,1,1,0
734,19.0,5.0,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
735,29.0,2.0,1,0,0,1,1,2,1,3,2,1,3,3,2,0,1,0,2,3,3,3,1,0
